label,area_mm2,equiv_diameter_mm,major_axis_mm,minor_axis_mm,eccentricity,solidity,mean_intensity,centroid_y_px,centroid_x_px,grind_setting,model,image
9,0.425,0.7356,0.8631,0.6414,0.6691,0.8995,21.6,270.0235294117647,629.0411764705882,40,watershed,setting40-4.jpg
10,0.2675,0.5836,0.7236,0.5002,0.7226,0.877,10.1,270.25233644859816,642.8504672897196,40,watershed,setting40-4.jpg
11,0.455,0.7611,0.8614,0.6832,0.6091,0.9286,13.0,287.7142857142857,842.8516483516484,40,watershed,setting40-4.jpg
12,0.545,0.833,1.1795,0.5934,0.8643,0.9397,7.8,294.3073394495413,673.0045871559633,40,watershed,setting40-4.jpg
13,0.39,0.7047,0.8887,0.636,0.6984,0.8168,20.3,294.04487179487177,649.5320512820513,40,watershed,setting40-4.jpg
14,0.93,1.0882,2.0883,0.744,0.9344,0.7168,23.4,320.502688172043,630.8145161290323,40,watershed,setting40-4.jpg
15,0.1025,0.3613,0.4405,0.2988,0.7346,0.9111,4.4,312.7073170731707,503.9512195121951,40,watershed,setting40-4.jpg
16,0.5,0.7979,1.0464,0.8006,0.6439,0.7576,13.0,324.725,504.435,40,watershed,setting40-4.jpg
17,0.6125,0.8831,1.2973,0.6739,0.8545,0.8194,19.1,327.8489795918367,578.9673469387756,40,watershed,setting40-4.jpg
18,0.6275,0.8938,1.418,0.6332,0.8948,0.8019,23.2,348.9322709163347,651.9641434262949,40,watershed,setting40-4.jpg
19,0.265,0.5809,0.7139,0.48,0.7402,0.8983,8.0,352.08490566037733,633.8018867924528,40,watershed,setting40-4.jpg
20,0.6075,0.8795,1.1889,0.6751,0.8231,0.9033,6.5,359.9917695473251,670.6584362139918,40,watershed,setting40-4.jpg
24,0.44,0.7485,0.7743,0.7557,0.218,0.9119,20.0,378.09090909090907,375.39772727272725,40,watershed,setting40-4.jpg
25,1.0675,1.1658,2.2205,0.7679,0.9383,0.7694,8.0,387.8688524590164,694.7494145199063,40,watershed,setting40-4.jpg
26,0.235,0.547,0.6299,0.4908,0.6268,0.8952,7.5,391.6489361702128,665.1063829787234,40,watershed,setting40-4.jpg
27,0.195,0.4983,0.5911,0.429,0.6879,0.9398,5.6,399.53846153846155,525.5897435897435,40,watershed,setting40-4.jpg
28,0.4175,0.7291,0.9308,0.6032,0.7616,0.9382,17.6,403.38922155688624,345.4011976047904,40,watershed,setting40-4.jpg
29,0.1725,0.4687,0.5228,0.4408,0.5377,0.9452,6.1,411.9855072463768,775.0579710144928,40,watershed,setting40-4.jpg
30,0.5725,0.8538,1.131,0.6978,0.787,0.8513,10.8,419.3755458515284,430.05676855895194,40,watershed,setting40-4.jpg
31,0.345,0.6628,0.9801,0.4713,0.8768,0.8846,50.6,421.9710144927536,387.07971014492756,40,watershed,setting40-4.jpg
32,1.4125,1.3411,2.3119,0.9484,0.912,0.7523,2.2,433.06017699115046,804.8088495575221,40,watershed,setting40-4.jpg
33,0.3725,0.6887,0.8823,0.5481,0.7836,0.9551,11.1,424.16107382550337,1049.7919463087248,40,watershed,setting40-4.jpg
34,0.8925,1.066,1.3536,1.057,0.6247,0.7453,5.2,433.2352941176471,620.4761904761905,40,watershed,setting40-4.jpg
35,0.16,0.4514,0.6441,0.3272,0.8613,0.8889,37.9,437.40625,915.6875,40,watershed,setting40-4.jpg
36,0.3025,0.6206,0.8624,0.452,0.8516,0.9758,7.2,442.2396694214876,930.0165289256198,40,watershed,setting40-4.jpg
37,0.2125,0.5202,0.6861,0.4011,0.8112,0.9341,1.3,454.0352941176471,708.5176470588235,40,watershed,setting40-4.jpg
38,0.3875,0.7024,1.2589,0.43,0.9398,0.8516,3.4,458.0838709677419,395.741935483871,40,watershed,setting40-4.jpg
39,0.2225,0.5323,0.6329,0.4577,0.6906,0.9082,8.9,472.7977528089888,491.3820224719101,40,watershed,setting40-4.jpg
40,0.3925,0.7069,0.9202,0.6024,0.756,0.8533,1.7,484.2547770700637,836.2611464968153,40,watershed,setting40-4.jpg
41,0.465,0.7695,0.9892,0.6114,0.7862,0.9347,10.4,508.98387096774195,326.83870967741933,40,watershed,setting40-4.jpg
42,0.1825,0.482,0.541,0.4602,0.5257,0.8111,6.0,507.2328767123288,680.4109589041096,40,watershed,setting40-4.jpg
43,1.025,1.1424,1.3652,0.9956,0.6842,0.8874,1.7,513.6634146341463,706.4219512195122,40,watershed,setting40-4.jpg
44,0.9725,1.1128,1.2386,1.1025,0.4558,0.8207,4.2,520.53470437018,389.0874035989717,40,watershed,setting40-4.jpg
45,0.305,0.6232,1.2117,0.3714,0.9519,0.7485,16.2,508.4836065573771,354.2704918032787,40,watershed,setting40-4.jpg
46,0.2575,0.5726,0.7377,0.4775,0.7623,0.9115,0.6,517.0970873786408,811.8446601941747,40,watershed,setting40-4.jpg
47,0.595,0.8704,0.9511,0.8284,0.4914,0.9154,1.4,526.9579831932773,832.1722689075631,40,watershed,setting40-4.jpg
48,0.375,0.691,1.2225,0.4223,0.9384,0.7732,0.8,525.9333333333333,362.8,40,watershed,setting40-4.jpg
49,0.5125,0.8078,0.961,0.7882,0.5721,0.8103,1.5,546.439024390244,540.0439024390244,40,watershed,setting40-4.jpg
50,0.84,1.0342,1.6892,0.8563,0.862,0.6733,2.8,550.8928571428571,500.48214285714283,40,watershed,setting40-4.jpg
51,0.57,0.8519,1.1012,0.6823,0.7849,0.9012,8.5,559.280701754386,361.719298245614,40,watershed,setting40-4.jpg
52,0.8275,1.0265,1.5759,0.8459,0.8437,0.7976,5.2,569.8670694864048,564.6435045317221,40,watershed,setting40-4.jpg
53,0.24,0.5528,0.7942,0.4521,0.8222,0.8205,1.9,578.71875,833.2291666666666,40,watershed,setting40-4.jpg
