label,area_mm2,equiv_diameter_mm,major_axis_mm,minor_axis_mm,eccentricity,solidity,mean_intensity,centroid_y_px,centroid_x_px,grind_setting,model,image
1,2.365,1.7353,2.9381,1.0842,0.9294,0.8469,7.8,178.8816067653277,899.3805496828753,80,watershed,setting80-4.jpg
2,0.9425,1.0955,1.1803,1.0976,0.3677,0.8727,5.0,178.74005305039788,856.5915119363395,80,watershed,setting80-4.jpg
3,1.6425,1.4461,1.8083,1.1775,0.759,0.928,6.4,187.117199391172,781.2846270928462,80,watershed,setting80-4.jpg
4,0.445,0.7527,0.8867,0.7078,0.6024,0.9223,6.8,204.92134831460675,516.8314606741573,80,watershed,setting80-4.jpg
5,0.7675,0.9885,1.3527,0.7433,0.8355,0.936,3.6,215.37459283387622,940.3615635179153,80,watershed,setting80-4.jpg
6,3.0675,1.9763,2.7493,1.5707,0.8207,0.8051,105.4,238.71067644661775,692.40097799511,80,watershed,setting80-4.jpg
7,0.3125,0.6308,0.9837,0.4473,0.8906,0.817,77.6,228.688,681.272,80,watershed,setting80-4.jpg
8,0.9825,1.1185,1.3947,0.9417,0.7376,0.8831,32.9,234.4300254452926,781.8931297709923,80,watershed,setting80-4.jpg
9,0.56,0.8444,0.9934,0.7313,0.6769,0.9451,10.2,232.53125,880.3973214285714,80,watershed,setting80-4.jpg
10,0.7025,0.9458,1.5112,0.7456,0.8698,0.8338,56.3,247.65124555160142,664.1886120996442,80,watershed,setting80-4.jpg
11,0.5575,0.8425,0.9621,0.8055,0.5468,0.9028,7.3,251.3677130044843,594.3677130044844,80,watershed,setting80-4.jpg
12,1.545,1.4026,1.6871,1.3123,0.6285,0.8489,8.8,277.54368932038835,681.5194174757281,80,watershed,setting80-4.jpg
13,0.64,0.9027,1.07,0.7841,0.6805,0.9446,3.7,335.2890625,602.90625,80,watershed,setting80-4.jpg
14,0.4675,0.7715,0.918,0.6846,0.6662,0.899,10.4,345.096256684492,910.2085561497327,80,watershed,setting80-4.jpg
15,0.4825,0.7838,0.9629,0.7032,0.6831,0.8616,13.0,360.62176165803106,546.2694300518135,80,watershed,setting80-4.jpg
16,0.7275,0.9624,1.2156,0.8351,0.7267,0.9122,13.4,371.2783505154639,265.1993127147766,80,watershed,setting80-4.jpg
17,1.28,1.2766,1.4669,1.1534,0.6178,0.9309,4.9,377.470703125,178.591796875,80,watershed,setting80-4.jpg
18,0.845,1.0372,1.5966,0.7007,0.8985,0.8601,3.6,376.2603550295858,835.2278106508876,80,watershed,setting80-4.jpg
19,1.3675,1.3195,1.4974,1.2821,0.5165,0.8794,6.4,411.0457038391225,281.79341864716633,80,watershed,setting80-4.jpg
20,1.0125,1.1354,1.3633,0.9981,0.6812,0.906,0.9,419.29382716049383,623.883950617284,80,watershed,setting80-4.jpg
21,0.445,0.7527,0.8985,0.6835,0.649,0.8683,3.7,426.60674157303373,915.0674157303371,80,watershed,setting80-4.jpg
22,0.67,0.9236,0.9774,0.9381,0.2808,0.8196,4.6,431.39925373134326,497.75,80,watershed,setting80-4.jpg
23,0.6925,0.939,1.5017,0.6559,0.8996,0.8029,1.1,439.7184115523466,666.5559566787003,80,watershed,setting80-4.jpg
