label,area_mm2,equiv_diameter_mm,major_axis_mm,minor_axis_mm,eccentricity,solidity,mean_intensity,centroid_y_px,centroid_x_px,grind_setting,model,image
1,0.17,0.4652,1.2415,0.1917,0.988,0.7816,68.6,160.35294117647058,445.20588235294116,40,watershed,setting40.jpg
3,0.6725,0.9253,1.1327,0.7729,0.731,0.9181,18.1,334.89591078066917,729.1561338289963,40,watershed,setting40.jpg
4,0.755,0.9805,1.3435,0.9133,0.7334,0.7123,34.2,377.83112582781456,462.3774834437086,40,watershed,setting40.jpg
5,0.0575,0.2706,0.3282,0.2427,0.673,0.8214,108.0,384.7826086956522,331.7826086956522,40,watershed,setting40.jpg
6,0.42,0.7313,0.8007,0.6772,0.5336,0.9711,23.5,405.5238095238095,514.9285714285714,40,watershed,setting40.jpg
7,0.1325,0.4107,0.6132,0.2838,0.8864,0.8983,66.8,405.24528301886795,351.6981132075472,40,watershed,setting40.jpg
8,0.175,0.472,0.5626,0.4404,0.6223,0.8642,98.7,412.98571428571427,255.22857142857143,40,watershed,setting40.jpg
9,0.5125,0.8078,1.136,0.5893,0.8549,0.8723,50.7,418.13658536585365,291.52682926829266,40,watershed,setting40.jpg
10,0.14,0.4222,0.5191,0.3606,0.7194,0.9032,123.4,433.39285714285717,356.76785714285717,40,watershed,setting40.jpg
11,0.1825,0.482,0.8441,0.2808,0.943,0.9012,33.2,431.3424657534247,525.2054794520548,40,watershed,setting40.jpg
12,0.3475,0.6652,1.0078,0.48,0.8793,0.8634,36.2,446.28776978417267,278.75539568345323,40,watershed,setting40.jpg
13,0.025,0.1784,0.3352,0.1114,0.9432,0.7143,125.3,449.2,813.2,40,watershed,setting40.jpg
14,0.09,0.3385,0.4744,0.2543,0.8442,0.8571,33.8,455.0,812.5833333333334,40,watershed,setting40.jpg
15,0.9925,1.1241,1.4121,0.9697,0.7269,0.9064,11.6,485.03274559193954,732.7355163727959,40,watershed,setting40.jpg
16,1.015,1.1368,1.8194,0.8103,0.8953,0.7945,10.7,487.5615763546798,686.9285714285714,40,watershed,setting40.jpg
17,0.2175,0.5262,0.8264,0.3716,0.8932,0.8614,43.2,489.1609195402299,271.0,40,watershed,setting40.jpg
18,0.35,0.6676,0.9484,0.5045,0.8468,0.8537,24.4,490.89285714285717,858.2357142857143,40,watershed,setting40.jpg
19,0.3975,0.7114,0.9721,0.5647,0.814,0.8785,8.5,495.8993710691824,386.062893081761,40,watershed,setting40.jpg
20,0.8475,1.0388,1.6123,0.7497,0.8853,0.8052,20.2,504.6607669616519,317.6519174041298,40,watershed,setting40.jpg
21,0.6025,0.8759,1.4792,0.5836,0.9189,0.7902,8.7,509.8215767634855,758.0414937759336,40,watershed,setting40.jpg
22,0.335,0.6531,0.9397,0.4872,0.8551,0.8701,8.9,521.7164179104477,800.0671641791045,40,watershed,setting40.jpg
23,0.3,0.618,0.6778,0.5952,0.4783,0.9231,14.9,529.5666666666667,345.56666666666666,40,watershed,setting40.jpg
24,0.51,0.8058,1.0684,0.6927,0.7613,0.8259,23.7,536.156862745098,303.8529411764706,40,watershed,setting40.jpg
25,1.57,1.4139,2.1049,1.0282,0.8726,0.8533,11.9,547.4490445859873,500.6767515923567,40,watershed,setting40.jpg
26,0.4925,0.7919,0.9836,0.703,0.6994,0.8528,10.6,541.5837563451777,285.28934010152284,40,watershed,setting40.jpg
27,0.9425,1.0955,1.3687,0.9683,0.7067,0.885,8.9,552.6816976127321,367.1114058355438,40,watershed,setting40.jpg
28,1.1,1.1835,1.962,0.7739,0.9189,0.8462,65.9,559.3863636363636,414.25454545454545,40,watershed,setting40.jpg
29,0.1675,0.4618,0.5909,0.3683,0.7819,0.8933,2.9,550.0895522388059,483.07462686567163,40,watershed,setting40.jpg
30,1.315,1.294,1.6747,1.0508,0.7786,0.8429,67.3,565.7585551330799,751.2205323193916,40,watershed,setting40.jpg
31,1.405,1.3375,2.0265,0.9357,0.887,0.8464,18.3,568.829181494662,1020.5071174377224,40,watershed,setting40.jpg
32,0.2075,0.514,0.576,0.5198,0.4309,0.83,65.8,558.9518072289156,326.90361445783134,40,watershed,setting40.jpg
33,0.1375,0.4184,0.6944,0.2521,0.9318,0.9649,18.1,569.6181818181818,972.8909090909091,40,watershed,setting40.jpg
34,0.325,0.6433,0.8349,0.5029,0.7983,0.922,7.8,574.9,347.9,40,watershed,setting40.jpg
35,0.9075,1.0749,1.2861,1.103,0.5144,0.779,13.0,586.5261707988981,205.0082644628099,40,watershed,setting40.jpg
36,0.3375,0.6555,1.054,0.4133,0.9199,0.9184,14.9,581.8296296296296,1098.1703703703704,40,watershed,setting40.jpg
37,0.6625,0.9184,1.2675,0.6912,0.8382,0.9138,4.4,589.377358490566,586.8792452830189,40,watershed,setting40.jpg
38,0.1375,0.4184,0.5008,0.3602,0.6948,0.9016,17.3,579.709090909091,939.2363636363636,40,watershed,setting40.jpg
39,0.5825,0.8612,1.2413,0.7658,0.787,0.7639,3.4,589.0214592274679,747.5321888412017,40,watershed,setting40.jpg
40,0.005,0.0798,0.1,0.0,1.0,1.0,85.5,583.0,397.5,40,watershed,setting40.jpg
41,0.155,0.4442,0.6855,0.3353,0.8722,0.7654,48.5,586.6612903225806,399.61290322580646,40,watershed,setting40.jpg
42,0.57,0.8519,1.1261,0.6614,0.8093,0.9461,2.4,600.2061403508771,726.9649122807018,40,watershed,setting40.jpg
43,0.09,0.3385,0.4006,0.2888,0.6929,0.9474,12.4,603.25,160.58333333333334,40,watershed,setting40.jpg
44,0.4225,0.7334,1.0954,0.5595,0.8597,0.7934,11.3,608.2130177514792,191.7869822485207,40,watershed,setting40.jpg
45,0.16,0.4514,0.6162,0.3518,0.821,0.8533,48.7,606.109375,148.59375,40,watershed,setting40.jpg
46,0.41,0.7225,1.2157,0.4426,0.9314,0.8723,2.6,620.3231707317074,687.3353658536586,40,watershed,setting40.jpg
47,0.48,0.7818,0.9867,0.6438,0.7578,0.8496,26.9,617.7916666666666,906.6302083333334,40,watershed,setting40.jpg
48,0.1,0.3568,0.4172,0.3114,0.6654,0.8696,45.0,616.625,951.6,40,watershed,setting40.jpg
49,0.9625,1.107,1.8818,0.709,0.9263,0.8004,33.5,640.7324675324676,156.62597402597402,40,watershed,setting40.jpg
50,0.85,1.0403,1.2427,0.945,0.6494,0.8808,13.8,641.1823529411764,742.4264705882352,40,watershed,setting40.jpg
51,0.2975,0.6155,0.7559,0.5196,0.7263,0.937,40.1,643.5126050420168,218.35294117647058,40,watershed,setting40.jpg
52,1.7875,1.5086,2.8429,0.8559,0.9536,0.8392,46.0,671.8405594405594,284.73006993006993,40,watershed,setting40.jpg
53,0.185,0.4853,0.7792,0.3338,0.9036,0.8409,6.9,658.4324324324324,701.3648648648649,40,watershed,setting40.jpg
54,0.63,0.8956,1.2579,0.729,0.8149,0.8344,64.7,664.8253968253969,87.94444444444444,40,watershed,setting40.jpg
55,0.2425,0.5557,0.7829,0.4326,0.8335,0.8661,10.4,667.6288659793814,712.5979381443299,40,watershed,setting40.jpg
56,0.2075,0.514,0.6765,0.4273,0.7752,0.8384,70.2,675.9879518072289,233.3855421686747,40,watershed,setting40.jpg
57,0.3875,0.7024,1.0236,0.5124,0.8657,0.8659,16.2,705.3870967741935,962.2193548387097,40,watershed,setting40.jpg
58,0.6,0.874,1.3337,0.6026,0.8921,0.8571,14.9,713.025,241.45416666666668,40,watershed,setting40.jpg
59,0.3,0.618,0.884,0.5561,0.7773,0.7547,11.5,712.1583333333333,597.8166666666667,40,watershed,setting40.jpg
60,0.92,1.0823,1.7469,0.7087,0.914,0.846,11.5,732.8260869565217,902.3396739130435,40,watershed,setting40.jpg
61,1.37,1.3207,1.8021,1.0157,0.826,0.8616,20.3,746.1934306569343,177.02189781021897,40,watershed,setting40.jpg
62,0.145,0.4297,0.6162,0.3227,0.8519,0.8923,5.0,737.8275862068965,678.6379310344828,40,watershed,setting40.jpg
63,0.1625,0.4549,0.6086,0.3534,0.8141,0.9286,11.6,742.3076923076923,291.12307692307695,40,watershed,setting40.jpg
64,0.29,0.6077,0.7811,0.5337,0.7302,0.8467,30.8,748.0172413793103,254.38793103448276,40,watershed,setting40.jpg
65,0.365,0.6817,0.9625,0.5143,0.8453,0.869,14.8,753.1506849315068,467.8767123287671,40,watershed,setting40.jpg
66,1.1675,1.2192,1.8319,0.8585,0.8834,0.8778,12.5,761.8179871520342,1010.982869379015,40,watershed,setting40.jpg
67,0.4425,0.7506,1.0256,0.5654,0.8343,0.9124,4.9,765.4745762711865,302.4180790960452,40,watershed,setting40.jpg
68,0.3475,0.6652,0.85,0.5478,0.7646,0.8797,18.3,765.1438848920864,499.7769784172662,40,watershed,setting40.jpg
69,1.0375,1.1493,1.5497,0.8958,0.816,0.8944,11.5,775.4192771084338,165.3831325301205,40,watershed,setting40.jpg
70,0.24,0.5528,0.7106,0.454,0.7693,0.9143,7.7,772.8645833333334,1029.59375,40,watershed,setting40.jpg
71,0.475,0.7777,1.018,0.645,0.7737,0.837,46.3,791.0263157894736,249.80526315789473,40,watershed,setting40.jpg
72,0.4125,0.7247,0.8255,0.6642,0.5939,0.8777,10.3,788.9515151515152,1005.0727272727273,40,watershed,setting40.jpg
73,0.61,0.8813,1.054,0.8843,0.5441,0.8299,16.4,794.844262295082,296.1024590163934,40,watershed,setting40.jpg
74,0.17,0.4652,0.5732,0.399,0.718,0.9067,134.9,792.3529411764706,116.72058823529412,40,watershed,setting40.jpg
75,0.2175,0.5262,0.8569,0.4644,0.8404,0.696,43.7,799.7816091954023,601.5632183908046,40,watershed,setting40.jpg
76,0.6575,0.915,1.2669,0.7012,0.8329,0.9132,32.0,806.3003802281369,201.02661596958174,40,watershed,setting40.jpg
77,0.5,0.7979,0.9365,0.7155,0.6451,0.8969,6.8,807.55,1026.705,40,watershed,setting40.jpg
78,0.4425,0.7506,1.0603,0.5612,0.8484,0.831,23.5,815.819209039548,709.8700564971751,40,watershed,setting40.jpg
79,0.5575,0.8425,1.1483,0.6812,0.805,0.8199,30.4,823.6681614349776,173.01793721973095,40,watershed,setting40.jpg
80,0.4475,0.7548,1.1019,0.5517,0.8657,0.8326,44.1,836.1731843575419,445.1787709497207,40,watershed,setting40.jpg
81,0.37,0.6864,0.8716,0.564,0.7624,0.8605,24.2,837.722972972973,426.8378378378378,40,watershed,setting40.jpg
82,0.3025,0.6206,0.8303,0.4915,0.8059,0.8345,7.0,844.6859504132232,203.98347107438016,40,watershed,setting40.jpg
83,0.795,1.0061,1.1351,0.9741,0.5133,0.9086,8.5,851.5503144654089,113.90566037735849,40,watershed,setting40.jpg
84,0.27,0.5863,0.8034,0.4502,0.8282,0.871,12.1,850.175925925926,602.5648148148148,40,watershed,setting40.jpg
85,1.4925,1.3785,1.8269,1.154,0.7752,0.8234,32.8,860.9949748743719,216.48073701842546,40,watershed,setting40.jpg
86,0.1575,0.4478,0.675,0.3591,0.8467,0.759,21.4,851.6190476190476,252.03174603174602,40,watershed,setting40.jpg
87,0.1725,0.4687,0.5763,0.4359,0.6542,0.8023,5.8,862.3188405797101,250.7826086956522,40,watershed,setting40.jpg
88,0.255,0.5698,0.8146,0.4134,0.8617,0.9189,14.1,862.7745098039215,551.3725490196078,40,watershed,setting40.jpg
89,0.78,0.9966,1.4269,0.7162,0.8649,0.8839,63.2,870.8076923076923,887.5833333333334,40,watershed,setting40.jpg
90,0.5925,0.8686,1.0991,0.7194,0.756,0.9442,2.3,886.6540084388186,978.8691983122363,40,watershed,setting40.jpg
91,0.36,0.677,1.1958,0.4542,0.925,0.8,20.7,879.6388888888889,573.9583333333334,40,watershed,setting40.jpg
92,0.4325,0.7421,1.0947,0.5318,0.8741,0.8827,12.4,901.0693641618498,646.7861271676301,40,watershed,setting40.jpg
93,1.0625,1.1631,1.413,1.007,0.7015,0.8891,7.8,908.1011764705883,295.38117647058823,40,watershed,setting40.jpg
94,0.5375,0.8273,1.0633,0.7286,0.7283,0.8333,6.8,909.9674418604651,759.1255813953488,40,watershed,setting40.jpg
95,0.2875,0.605,0.8569,0.4492,0.8516,0.8519,35.0,905.6,881.9478260869565,40,watershed,setting40.jpg
96,1.3775,1.3243,1.8786,1.0442,0.8313,0.7728,30.6,918.1542649727768,218.47368421052633,40,watershed,setting40.jpg
97,0.82,1.0218,1.9235,0.6707,0.9372,0.7791,15.3,926.795731707317,824.2164634146342,40,watershed,setting40.jpg
